list_of_given_concepts,concepts_suggested_by_llm,closest_class,cosine_similarity,class_classification_similarity_based,llm_auto_classification,ll_auto_eval_score
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [toLowerCase(String), replace(String, String), substring(Int, Int)]",Foliage,0.5706818,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [toLowerCase(String), substring(String, int, int), replace(String, String)]",FogTexture,0.5687376,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Formatter] with properties: [SYMBOLS] and behaviors: [pad(String, Object), center(String, Object), align(String, Object)]",VaultPainter,0.61248934,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [toUpperCase(String), replace(String, String), substring(Int, Int)]",PoolPainter,0.56916773,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [concat(String, String), replace(String, String), split(String)]",SmokeParticle,0.5607722,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Translators] with properties: [SYLLABLES] and behaviors: [decode(String), normalize(String, Object), pluralize(String)]",StatueSprite,0.5677943,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Parsers] with properties: [SYNTAX] and behaviors: [validate(String), tokenize(String), extract(String)]",LaboratoryPainter,0.5542109,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [toUpperCase(String), substring(String, int, int), replace(String, String)]",LarvaSprite,0.5710017,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [uppercase(String), concatenate(String, String), truncate(String)]",GhostSprite,0.5475892,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [uppercase(String), concatenate(String, String), trim(String)]",CrabSprite,0.5416429,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [StringFormatter] with properties: [CHARACTERS] and behaviors: [capitalize(String), format(String, Object), concatenate(String, String)]",AndroidLauncher,0.5468235,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Chars] with properties: [ALPHABETS] and behaviors: [toUpperCase(String), concatenate(String, String), repeat(String, int)]",SwarmSprite,0.57218385,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Formatter] with properties: [PATTERNS] and behaviors: [format(String, Object), applyPattern(String), transform(String)]",PitPainter,0.64689434,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [toUpperCase(String), format(String, Object), substring(String)]",UndeadSprite,0.5644026,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [toLowerCase(String), upperCase(String), trim(String)]",MagicWellPainter,0.5418786,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [concat(String, String), substring(Int, Int), replace(String, String)]",TreasuryPainter,0.55222416,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [uppercase(String), replace(String, String), split(String)]",BlacksmithPainter,0.54607546,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [toLowerCase(String), replace(String, String), substring(String, int, int)]",WeakFloorPainter,0.555325,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Parsers] with properties: [CHARACTERS] and behaviors: [split(String), extract(String), validate(String)]",TunnelPainter,0.5166082,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Parsers] with properties: [REGEX] and behaviors: [match(String), extract(String), normalize(String)]",EntrancePainter,0.5230485,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Transforms] with properties: [CHARACTERS] and behaviors: [toLowerCase(String), upperCase(String), split(String, Object)]",StatuePainter,0.5593008,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [StringManip] with properties: [CHARACTERS] and behaviors: [uppercase(String), compose(String, Object), pluralize(String)]",BossExitPainter,0.5324717,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Formatters] with properties: [PUNCTUATION] and behaviors: [capitalize(String), format(String, Object), trim(String)]",ExitPainter,0.55686796,implementation,,
